Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales(in dollars),Operating Profit(in dollars),Sales Method
Walmart,1197831,19-05-2021,South,Arkansas,Little Rock,Women's Street Footwear,35.00,350,122500,49000,Online
Walmart,1197831,19-05-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,35.00,300,105000,42000,Online
Walmart,1197831,19-05-2021,South,Arkansas,Little Rock,Men's Apparel,45.00,325,146250,51188,Online
Walmart,1197831,19-05-2021,South,Arkansas,Little Rock,Women's Apparel,45.00,425,191250,76500,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Men's Street Footwear,40.00,675,270000,108000,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,35.00,425,148750,52063,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Women's Street Footwear,40.00,400,160000,64000,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,40.00,375,150000,60000,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Men's Apparel,55.00,375,206250,72188,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Women's Apparel,60.00,550,330000,132000,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Men's Street Footwear,55.00,775,426250,170500,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,50.00,525,262500,91875,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Women's Street Footwear,45.00,450,202500,81000,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,45.00,400,180000,72000,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Men's Apparel,60.00,425,255000,89250,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Women's Apparel,65.00,600,390000,156000,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Men's Street Footwear,60.00,750,450000,180000,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,55.00,525,288750,101063,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Women's Street Footwear,50.00,450,225000,90000,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,40.00,400,160000,64000,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Men's Apparel,50.00,375,187500,65625,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Women's Apparel,55.00,550,302500,121000,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Men's Street Footwear,50.00,650,325000,130000,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,40.00,450,180000,63000,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Women's Street Footwear,15.00,350,52500,21000,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15.00,325,48750,19500,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Men's Apparel,25.00,325,81250,28438,Online
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Women's Apparel,30.00,425,127500,51000,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Men's Street Footwear,30.00,600,180000,72000,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,20.00,425,85000,29750,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Women's Street Footwear,20.00,300,60000,24000,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00,275,55000,22000,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Men's Apparel,30.00,275,82500,28875,Online
West Gear,1197831,21-10-2021,South,Arkansas,Little Rock,Women's Apparel,30.00,400,120000,48000,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Men's Street Footwear,25.00,550,137500,55000,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,15.00,375,56250,19688,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Women's Street Footwear,25.00,320,80000,32000,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,55.00,375,206250,82500,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Men's Apparel,75.00,350,262500,91875,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Women's Apparel,75.00,450,337500,135000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Men's Street Footwear,70.00,700,490000,196000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,60.00,500,300000,105000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Women's Street Footwear,60.00,450,270000,108000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,60.00,400,240000,96000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Men's Apparel,70.00,400,280000,98000,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Women's Apparel,75.00,500,375000,150000,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Men's Street Footwear,25.00,575,143750,57500,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,375,93750,32813,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Women's Street Footwear,15.00,375,56250,22500,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00,225,45000,18000,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Men's Apparel,35.00,275,96250,33688,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Women's Apparel,25.00,375,93750,37500,Online
West Gear,1197831,21-02-2021,South,Arkansas,Little Rock,Men's Street Footwear,25.00,625,156250,62500,Online
West Gear,1197831,21-02-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,275,68750,24063,Online
West Gear,1197831,21-02-2021,South,Arkansas,Little Rock,Women's Street Footwear,15.00,325,48750,19500,Online
West Gear,1197831,21-02-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,175,35000,14000,Online
West Gear,1197831,21-02-2021,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,250,87500,30625,Online
West Gear,1197831,21-02-2021,South,Oklahoma,Oklahoma City,Women's Apparel,20.00,350,70000,28000,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.00,570,114000,45600,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20.00,250,50000,17500,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.00,275,27500,11000,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,125,25000,10000,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,175,61250,21438,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Apparel,25.00,275,68750,27500,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,525,131250,52500,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,225,56250,19688,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,225,33750,13500,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,150,30000,12000,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Apparel,40.00,175,70000,24500,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Apparel,30.00,325,97500,39000,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40.00,595,238000,95200,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.00,300,120000,42000,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.00,275,96250,38500,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35.00,225,78750,31500,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Apparel,45.00,250,112500,39375,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Apparel,45.00,350,157500,63000,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40.00,600,240000,96000,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35.00,350,122500,42875,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,40.00,325,130000,52000,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.00,300,120000,48000,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Apparel,55.00,300,165000,57750,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Apparel,60.00,475,285000,114000,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.00,700,385000,154000,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50.00,450,225000,78750,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,45.00,375,168750,67500,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.00,325,146250,58500,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Apparel,60.00,350,210000,73500,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Apparel,65.00,525,341250,136500,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,60.00,675,405000,162000,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55.00,450,247500,86625,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,50.00,375,187500,75000,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.00,325,130000,52000,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Apparel,50.00,300,150000,52500,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Apparel,55.00,475,261250,104500,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50.00,575,287500,115000,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.00,375,150000,52500,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,275,41250,16500,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.00,250,37500,15000,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Apparel,25.00,250,62500,21875,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Apparel,30.00,350,105000,42000,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,30.00,525,157500,63000,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20.00,350,70000,24500,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20.00,225,45000,18000,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,200,40000,16000,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Apparel,30.00,200,60000,21000,Online
Kohl's,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Apparel,30.00,325,97500,39000,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,475,118750,47500,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.00,300,45000,15750,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,25.00,245,61250,24500,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.00,300,165000,66000,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Apparel,75.00,275,206250,72188,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Apparel,75.00,375,281250,112500,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,70.00,625,437500,175000,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,60.00,425,255000,89250,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,60.00,375,225000,90000,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60.00,325,195000,78000,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Apparel,70.00,325,227500,79625,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Apparel,75.00,425,318750,127500,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,550,137500,48125,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,350,87500,30625,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,350,52500,18375,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,200,40000,14000,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,250,87500,30625,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Apparel,25.00,350,87500,30625,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,600,150000,52500,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,250,62500,21875,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,300,45000,15750,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,150,30000,10500,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Men's Apparel,35.00,225,78750,27563,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Women's Apparel,20.00,325,65000,22750,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Street Footwear,20.00,545,109000,38150,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.00,225,45000,15750,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Street Footwear,10.00,250,25000,8750,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,100,20000,7000,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Apparel,35.00,150,52500,18375,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Apparel,25.00,250,62500,21875,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Street Footwear,25.00,500,125000,43750,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25.00,200,50000,17500,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Street Footwear,15.00,200,30000,10500,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,125,25000,8750,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Apparel,40.00,150,60000,21000,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Apparel,30.00,300,90000,31500,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Street Footwear,40.00,570,228000,79800,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,275,110000,38500,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Street Footwear,35.00,250,87500,30625,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,35.00,200,70000,24500,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Apparel,45.00,225,101250,35438,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Apparel,45.00,325,146250,51188,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Street Footwear,40.00,575,230000,80500,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,35.00,325,113750,39813,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Street Footwear,40.00,300,120000,42000,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.00,275,110000,38500,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Apparel,55.00,275,151250,52938,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Apparel,60.00,450,270000,94500,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Street Footwear,55.00,675,371250,129938,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,50.00,425,212500,74375,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Street Footwear,45.00,350,157500,55125,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,45.00,300,135000,47250,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Apparel,60.00,325,195000,68250,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Apparel,65.00,500,325000,113750,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Street Footwear,60.00,650,390000,136500,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,55.00,425,233750,81813,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Street Footwear,50.00,350,175000,61250,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.00,300,120000,42000,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Apparel,50.00,275,137500,48125,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Apparel,55.00,450,247500,86625,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Street Footwear,50.00,550,275000,96250,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,350,140000,49000,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Street Footwear,15.00,250,37500,13125,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,15.00,225,33750,11813,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Apparel,25.00,225,56250,19688,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Apparel,30.00,325,97500,34125,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Street Footwear,30.00,500,150000,52500,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.00,325,65000,22750,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Street Footwear,20.00,200,40000,14000,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,175,35000,12250,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Apparel,30.00,175,52500,18375,Online
Foot Locker,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Apparel,30.00,300,90000,31500,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Street Footwear,25.00,450,112500,39375,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.00,275,41250,14438,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Street Footwear,25.00,220,55000,19250,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.00,275,151250,52938,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Apparel,75.00,250,187500,65625,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Apparel,75.00,350,262500,91875,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,70.00,600,420000,147000,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,60.00,400,240000,84000,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Street Footwear,60.00,350,210000,73500,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.00,300,180000,63000,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Apparel,70.00,300,210000,73500,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Apparel,75.00,400,300000,105000,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Street Footwear,40.00,475,190000,66500,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,275,110000,33000,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Street Footwear,30.00,275,82500,24750,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,35.00,125,43750,13125,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Apparel,50.00,175,87500,30625,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Apparel,40.00,275,110000,44000,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Men's Street Footwear,40.00,525,210000,73500,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,175,70000,21000,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Women's Street Footwear,30.00,225,67500,20250,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,100,35000,10500,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,175,87500,30625,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275,96250,38500,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.00,495,198000,69300,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,200,80000,24000,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.00,225,67500,20250,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,75,26250,7875,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,125,62500,21875,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,40.00,225,90000,36000,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.00,450,180000,63000,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,150,60000,18000,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.00,150,45000,13500,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,75,26250,7875,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.00,100,60000,21000,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.00,225,112500,45000,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.00,495,297000,103950,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.00,200,100000,30000,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.00,175,78750,23625,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.00,100,45000,13500,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,55.00,125,68750,24063,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.00,250,150000,60000,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.00,500,225000,78750,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,250,100000,30000,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.00,200,70000,21000,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,175,61250,18375,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,175,78750,27563,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,325,178750,71500,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.00,550,275000,96250,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,300,135000,40500,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.00,225,90000,27000,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.00,175,70000,21000,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,200,100000,35000,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,375,206250,82500,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.00,525,262500,91875,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,300,135000,40500,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.00,225,90000,27000,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.00,200,80000,24000,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,175,87500,30625,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,350,192500,77000,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.00,475,213750,74813,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,275,110000,33000,Online
